"Leyline of Anticipation","MONO_BLUE","ENCHANTMENT","4",
"Treachery","MONO_BLUE","ENCHANTMENT","5",
"Omniscience","MONO_BLUE","ENCHANTMENT","10",
"Bident of Thassa","MONO_BLUE","ENCHANTMENT_ARTIFACT","4",
"Academy Ruins","MONO_BLUE","LAND","0",
"Viscera Seer","MONO_BLACK","CREATURE","1",
"Mindblade Render","MONO_BLACK","CREATURE","2",
"Reassembling Skeleton","MONO_BLACK","CREATURE","2",
"Zulaport Cutthroat","MONO_BLACK","CREATURE","2",
"Fleshbag Marauder","MONO_BLACK","CREATURE","3",
"Grim Haruspex","MONO_BLACK","CREATURE","3",
"Plaguecrafter","MONO_BLACK","CREATURE","3",
"Yahenni, Undying Partisan","MONO_BLACK","CREATURE","3",
"Crypt Ghast","MONO_BLACK","CREATURE","4",
"Disciple of Bolas","MONO_BLACK","CREATURE","4",
"Pitiless Plunderer","MONO_BLACK","CREATURE","4",
"Smothering Abomination","MONO_BLACK","CREATURE","4",
"Tree of Perdition","MONO_BLACK","CREATURE","4",
"Archfiend of Depravity","MONO_BLACK","CREATURE","5",
"Bloodgift Demon","MONO_BLACK","CREATURE","5",
"Doom Whisperer","MONO_BLACK","CREATURE","5",
"Gray Merchant of Asphodel","MONO_BLACK","CREATURE","5",
"Puppeteer Clique","MONO_BLACK","CREATURE","5",
"Shriekmaw","MONO_BLACK","CREATURE","5",
"Sidisi, Undead Vizier","MONO_BLACK","CREATURE","5",
"Grave Titan","MONO_BLACK","CREATURE","6",
"Harvester of Souls","MONO_BLACK","CREATURE","6",
"Kokusho, the Evening Star","MONO_BLACK","CREATURE","6",
"Massacre Wurm","MONO_BLACK","CREATURE","6",
"Mikaeus, the Unhallowed","MONO_BLACK","CREATURE","6",
"Butcher of Malakir","MONO_BLACK","CREATURE","7",
"Lord of the Void","MONO_BLACK","CREATURE","7",
"Rune-Scarred Demon","MONO_BLACK","CREATURE","7",
"Sepulchral Primordial","MONO_BLACK","CREATURE","7",
"Sheoldred, Whispering One","MONO_BLACK","CREATURE","7",
"Razaketh, the Foulblooded","MONO_BLACK","CREATURE","8",
"Liliana Vess","MONO_BLACK","PLANESWALKER","5",
"Ob Nixilis Reignited","MONO_BLACK","PLANESWALKER","5",
"Liliana, Dreadhorde General","MONO_BLACK","PLANESWALKER","6",
"Sorin Markov","MONO_BLACK","PLANESWALKER","6",
"Noxious Gearhulk","MONO_BLACK","ARTIFACT_CREATURE","6",
"Bolas's Citadel","MONO_BLACK","ARTIFACT","6",
"Entomb","MONO_BLACK","INSTANT","1",
"Vampiric Tutor","MONO_BLACK","INSTANT","1",
"Go for the Throat","MONO_BLACK","INSTANT","2",
"Hero's Downfall","MONO_BLACK","INSTANT","3",
"Deadly Rollick","MONO_BLACK","INSTANT","4",
"Reanimate","MONO_BLACK","SORCERY","1",
"Demonic Tutor","MONO_BLACK","SORCERY","2",
"Night's Whisper","MONO_BLACK","SORCERY","2",
"Buried Alive","MONO_BLACK","SORCERY","3",
"Read the Bones","MONO_BLACK","SORCERY","3",
"Toxic Deluge","MONO_BLACK","SORCERY","3",
"Victimize","MONO_BLACK","SORCERY","3",
"Yawgmoth's Will","MONO_BLACK","SORCERY","3",
"Damnation","MONO_BLACK","SORCERY","4",
"Syphon Mind","MONO_BLACK","SORCERY","4",
"Beacon of Unrest","MONO_BLACK","SORCERY","5",
"Crux of Fate","MONO_BLACK","SORCERY","5",
"Living Death","MONO_BLACK","SORCERY","5",
"Life's Finale","MONO_BLACK","SORCERY","6",
"Black Sun's Zenith","MONO_BLACK","SORCERY","7",
"Torment of Hailfire","MONO_BLACK","SORCERY","7",
"Decree of Pain","MONO_BLACK","SORCERY","8",
"In Garruk's Wake","MONO_BLACK","SORCERY","9",
"Rise of the Dark Realms","MONO_BLACK","SORCERY","9",
"Phyrexian Reclamation","MONO_BLACK","ENCHANTMENT","1",
"Animate Dead","MONO_BLACK","ENCHANTMENT","2",
"Bitterblossom","MONO_BLACK","ENCHANTMENT","2",
"Attrition","MONO_BLACK","ENCHANTMENT","3",
"Necromancy","MONO_BLACK","ENCHANTMENT","3",
"Necropotence","MONO_BLACK","ENCHANTMENT","3",
"Phyrexian Arena","MONO_BLACK","ENCHANTMENT","3",
"Grave Pact","MONO_BLACK","ENCHANTMENT","4",
"Dictate of Erebos","MONO_BLACK","ENCHANTMENT","5",
"Exquisite Blood","MONO_BLACK","ENCHANTMENT","5",
"Sanguine Bond","MONO_BLACK","ENCHANTMENT","5",
"Whip of Erebos","MONO_BLACK","ENCHANTMENT_ARTIFACT","4",
"Erebos, God of the Dead","MONO_BLACK","ENCHANTMENT_CREATURE","4",
"Cabal Coffers","MONO_BLACK","LAND","0",
"Volrath's Stronghold","MONO_BLACK","LAND","0",
"Dragonmaster Outcast","MONO_RED","CREATURE","1",
"Goblin Welder","MONO_RED","CREATURE","1",
"Dire Fleet Daredevil","MONO_RED","CREATURE","2",
"Dockside Extortionist","MONO_RED","CREATURE","2",
"Grenzo, Havoc Raiser","MONO_RED","CREATURE","2",
"Combat Celebrant","MONO_RED","CREATURE","3",
"Dragonspeaker Shaman","MONO_RED","CREATURE","3",
"Dualcaster Mage","MONO_RED","CREATURE","3",
"Feldon of the Third Path","MONO_RED","CREATURE","3",
"Goblin Rabblemaster","MONO_RED","CREATURE","3",
"Krenko, Tin Street Kingpin","MONO_RED","CREATURE","3",
"Anger","MONO_RED","CREATURE","4",
"Krenko, Mob Boss","MONO_RED","CREATURE","4",
"Ogre Battledriver","MONO_RED","CREATURE","4",
"Pia and Kiran Nalaar","MONO_RED","CREATURE","4",
"Heartless Hidetsugu","MONO_RED","CREATURE","5",
"Ilharg, the Raze-Boar","MONO_RED","CREATURE","5",
"Kiki-Jiki, Mirror Breaker","MONO_RED","CREATURE","5",
"Malignus","MONO_RED","CREATURE","5",
"Neheb, the Eternal","MONO_RED","CREATURE","5",
"Siege-Gang Commander","MONO_RED","CREATURE","5",
"Terror of the Peaks","MONO_RED","CREATURE","5",
"Thundermaw Hellkite","MONO_RED","CREATURE","5",
"Urabrask the Hidden","MONO_RED","CREATURE","5",
"Warchief Giant","MONO_RED","CREATURE","5",
"Zealous Conscripts","MONO_RED","CREATURE","5",
"Charmbreaker Devils","MONO_RED","CREATURE","6",
"Etali, Primal Storm","MONO_RED","CREATURE","6",
"Hellkite Charger","MONO_RED","CREATURE","6",
"Hellkite Tyrant","MONO_RED","CREATURE","6",
"Inferno Titan","MONO_RED","CREATURE","6",
"Lathliss, Dragon Queen","MONO_RED","CREATURE","6",
"Scourge of the Throne","MONO_RED","CREATURE","6",
"Balefire Dragon","MONO_RED","CREATURE","7",
"Dragon Mage","MONO_RED","CREATURE","7",
"Molten Primordial","MONO_RED","CREATURE","7",
"Tyrant's Familiar","MONO_RED","CREATURE","7",
"Bogardan Hellkite","MONO_RED","CREATURE","8",
"Utvara Hellkite","MONO_RED","CREATURE","8",
"Chandra, Torch of Defiance","MONO_RED","PLANESWALKER","4",
"Daretti, Scrap Savant","MONO_RED","PLANESWALKER","4",
"Chandra, Flamecaller","MONO_RED","PLANESWALKER","6",
"Combustible Gearhulk","MONO_RED","ARTIFACT_CREATURE","6",
"Fire Diamond","MONO_RED","ARTIFACT","2",
"Reverberate","MONO_RED","INSTANT","2",
"Chaos Warp","MONO_RED","INSTANT","3",
"Deflecting Swat","MONO_RED","INSTANT","3",
"Reiterate","MONO_RED","INSTANT","3",
"Wild Ricochet","MONO_RED","INSTANT","4",
"Savage Beating","MONO_RED","INSTANT","5",
"Comet Storm","MONO_RED","INSTANT","7",
"Faithless Looting","MONO_RED","SORCERY","1",
"Gamble","MONO_RED","SORCERY","1",
"Vandalblast","MONO_RED","SORCERY","1",
"Wheel of Fortune","MONO_RED","SORCERY","3",
"Chain Reaction","MONO_RED","SORCERY","4",
"Mizzix's Mastery","MONO_RED","SORCERY","4",
"Relentless Assault","MONO_RED","SORCERY","4",
"Seize the Day","MONO_RED","SORCERY","4",
"Insurrection","MONO_RED","SORCERY","8",
"Blasphemous Act","MONO_RED","SORCERY","9",
"Dragon Tempest","MONO_RED","ENCHANTMENT","2",
"Goblin Bombardment","MONO_RED","ENCHANTMENT","2",
"Impact Tremors","MONO_RED","ENCHANTMENT","2",
"Underworld Breach","MONO_RED","ENCHANTMENT","2",
"Aggravated Assault","MONO_RED","ENCHANTMENT","3",
"Fervor","MONO_RED","ENCHANTMENT","3",
"Outpost Siege","MONO_RED","ENCHANTMENT","4",
"Sneak Attack","MONO_RED","ENCHANTMENT","4",
"Dictate of the Twin Gods","MONO_RED","ENCHANTMENT","5",
"Gratuitous Violence","MONO_RED","ENCHANTMENT","5",
"Sunbird's Invocation","MONO_RED","ENCHANTMENT","6",
"Warstorm Surge","MONO_RED","ENCHANTMENT","6",
"Hammer of Purphoros","MONO_RED","ENCHANTMENT_ARTIFACT","3",
"Purphoros, God of the Forge","MONO_RED","ENCHANTMENT_CREATURE","4",
"Spinerock Knoll","MONO_RED","LAND","0",
"Birds of Paradise","MONO_GREEN","CREATURE","1",
"Joraga Treespeaker","MONO_GREEN","CREATURE","1",
"Llanowar Elves","MONO_GREEN","CREATURE","1",
"Bloom Tender","MONO_GREEN","CREATURE","2",
"Fauna Shaman","MONO_GREEN","CREATURE","2",
"Sakura-Tribe Elder","MONO_GREEN","CREATURE","2",
"Satyr Wayfinder","MONO_GREEN","CREATURE","2",
"Azusa, Lost but Seeking","MONO_GREEN","CREATURE","3",
"Eternal Witness","MONO_GREEN","CREATURE","3",
"Farhaven Elf","MONO_GREEN","CREATURE","3",
"Ramunap Excavator","MONO_GREEN","CREATURE","3",
"Reclamation Sage","MONO_GREEN","CREATURE","3",
"Wood Elves","MONO_GREEN","CREATURE","3",
"Yavimaya Elder","MONO_GREEN","CREATURE","3",
"Oracle of Mul Daya","MONO_GREEN","CREATURE","4",
"Acidic Slime","MONO_GREEN","CREATURE","5",
"Mycoloth","MONO_GREEN","CREATURE","5",
"Seedborn Muse","MONO_GREEN","CREATURE","5",
"Titania, Protector of Argoth","MONO_GREEN","CREATURE","5",
"Bane of Progress","MONO_GREEN","CREATURE","6",
"Greenwarden of Murasa","MONO_GREEN","CREATURE","6",
"Rampaging Baloths","MONO_GREEN","CREATURE","6",
"Soul of the Harvest","MONO_GREEN","CREATURE","6",
"Thunderfoot Baloth","MONO_GREEN","CREATURE","6",
"Avenger of Zendikar","MONO_GREEN","CREATURE","7",
"Craterhoof Behemoth","MONO_GREEN","CREATURE","8",
"Terastodon","MONO_GREEN","CREATURE","8",
"Vorinclex, Voice of Hunger","MONO_GREEN","CREATURE","8",
"Woodfall Primus","MONO_GREEN","CREATURE","8",
"Ghalta, Primal Hunger","MONO_GREEN","CREATURE","12",
"Garruk Wildspeaker","MONO_GREEN","PLANESWALKER","4",
"Lifecrafter's Bestiary","MONO_GREEN","ARTIFACT","3",
"Birthing Pod","MONO_GREEN","ARTIFACT","4",
"The Great Henge","MONO_GREEN","ARTIFACT","9",
"Worldly Tutor","MONO_GREEN","INSTANT","1",
"Heroic Intervention","MONO_GREEN","INSTANT","2",
"Beast Within","MONO_GREEN","INSTANT","3",
"Harrow","MONO_GREEN","INSTANT","3",
"Krosan Grip","MONO_GREEN","INSTANT","3",
"Chord of Calling","MONO_GREEN","INSTANT","8",
"Farseek","MONO_GREEN","SORCERY","2",
"Life from the Loam","MONO_GREEN","SORCERY","2",
"Rampant Growth","MONO_GREEN","SORCERY","2",
"Regrowth","MONO_GREEN","SORCERY","2",
"Cultivate","MONO_GREEN","SORCERY","3",
"Eldritch Evolution","MONO_GREEN","SORCERY","3",
"Kodama's Reach","MONO_GREEN","SORCERY","3",
"Search for Tomorrow","MONO_GREEN","SORCERY","3",
"Explosive Vegetation","MONO_GREEN","SORCERY","4",
"Harmonize","MONO_GREEN","SORCERY","4",
"Skyshroud Claim","MONO_GREEN","SORCERY","4",
"Splendid Reclamation","MONO_GREEN","SORCERY","4",
"Tempt with Discovery","MONO_GREEN","SORCERY","4",
"Overwhelming Stampede","MONO_GREEN","SORCERY","5",
"Shamanic Revelation","MONO_GREEN","SORCERY","5",
"Green Sun's Zenith","MONO_GREEN","SORCERY","6",
"Rishkar's Expertise","MONO_GREEN","SORCERY","6",
"Finale of Devastation","MONO_GREEN","SORCERY","7",
"Tooth and Nail","MONO_GREEN","SORCERY","7",
"Genesis Wave","MONO_GREEN","SORCERY","8",
"Burgeoning","MONO_GREEN","ENCHANTMENT","1",
"Cryptolith Rite","MONO_GREEN","ENCHANTMENT","2",
"Earthcraft","MONO_GREEN","ENCHANTMENT","2",
"Survival of the Fittest","MONO_GREEN","ENCHANTMENT","2",
"Sylvan Library","MONO_GREEN","ENCHANTMENT","2",
"Awakening Zone","MONO_GREEN","ENCHANTMENT","3",
"Beastmaster Ascension","MONO_GREEN","ENCHANTMENT","3",
"Growing Rites of Itlimoc","MONO_GREEN","ENCHANTMENT","3",
"Song of the Dryads","MONO_GREEN","ENCHANTMENT","3",
"Greater Good","MONO_GREEN","ENCHANTMENT","4",
"Parallel Lives","MONO_GREEN","ENCHANTMENT","4",
"Doubling Season","MONO_GREEN","ENCHANTMENT","5",
"Zendikar Resurgent","MONO_GREEN","ENCHANTMENT","7",
"Courser of Kruphix","MONO_GREEN","ENCHANTMENT_CREATURE","3",
"Nyxbloom Ancient","MONO_GREEN","ENCHANTMENT_CREATURE","7",
"Gaea's Cradle","MONO_GREEN","LAND","0",
"Narset Transcendent","AZORIUS","PLANESWALKER","4",
"Venser, the Sojourner","AZORIUS","PLANESWALKER","5",
"Talisman of Progress","AZORIUS","ARTIFACT","2",
"Sphinx's Revelation","AZORIUS","INSTANT","8",
"Supreme Verdict","AZORIUS","SORCERY","4",
"Consuming Aberration","DIMIR","CREATURE","5",
"Dragonlord Silumgar","DIMIR","CREATURE","6",
"Baleful Strix","DIMIR","ARTIFACT_CREATURE","2",
"Talisman of Dominance","DIMIR","ARTIFACT","2",
"Lim-Dul's Vault","DIMIR","INSTANT","2",
"Kolaghan, the Storm's Fury","RAKDOS","CREATURE","5",
"Bladewing the Risen","RAKDOS","CREATURE","7",
"Talisman of Indulgence","RAKDOS","ARTIFACT","2",
"Terminate","RAKDOS","INSTANT","2",
"Dreadbore","RAKDOS","SORCERY","2",
"Mina and Denn, Wildborn","GRUUL","CREATURE","4",
"Savage Ventmaw","GRUUL","CREATURE","6",
"Atarka, World Render","GRUUL","CREATURE","7",
"Hull Breach","GRUUL","SORCERY","2",
"Decimate","GRUUL","SORCERY","4",
"Qasali Pridemage","SELESNYA","CREATURE","2",
"Dragonlord Dromoka","SELESNYA","CREATURE","6",
"Sylvan Reclamation","SELESNYA","INSTANT","5",
"Aura Shards","SELESNYA","ENCHANTMENT","3",
"Mirari's Wake","SELESNYA","ENCHANTMENT","5",
"Talisman of Hierarchy","ORZHOV","ARTIFACT","2",
"Anguished Unmaking","ORZHOV","INSTANT","3",
"Utter End","ORZHOV","INSTANT","4",
"Unburial Rites","ORZHOV","SORCERY","5",
"Merciless Eviction","ORZHOV","SORCERY","6",
"Underrealm Lich","GOLGARI","CREATURE","5",
"Assassin's Trophy","GOLGARI","INSTANT","2",
"Grisly Salvage","GOLGARI","INSTANT","2",
"Putrefy","GOLGARI","INSTANT","3",
"Jarad's Orders","GOLGARI","SORCERY","4",
"Coiling Oracle","SIMIC","CREATURE","2",
"Uro, Titan of Nature's Wrath","SIMIC","CREATURE","3",
"Mystic Snake","SIMIC","CREATURE","4",
"Progenitor Mimic","SIMIC","CREATURE","6",
"Urban Evolution","SIMIC","SORCERY","5",
"Dack Fayden","IZZET","PLANESWALKER","3",
"Talisman of Creativity","IZZET","ARTIFACT","2",
"Counterflux","IZZET","INSTANT","3",
"Mystic Retrieval","IZZET","SORCERY","4",
"Thousand-Year Storm","IZZET","ENCHANTMENT","6",
"Gisela, Blade of Goldnight","BOROS","CREATURE","7",
"Talisman of Conviction","BOROS","ARTIFACT","2",
"Wear // Tear","BOROS","INSTANT","1",
"Boros Charm","BOROS","INSTANT","2",
"Assemble the Legion","BOROS","ENCHANTMENT","5",
"Rhys the Redeemed","RAINBOW","CREATURE","1",
"Ayli, Eternal Pilgrim","RAINBOW","CREATURE","2",
"Derevi, Empyrial Tactician","RAINBOW","CREATURE","3",
"Jhoira of the Ghitu","RAINBOW","CREATURE","3",
"Marath, Will of the Wild","RAINBOW","CREATURE","3",
"Atla Palani, Nest Tender","RAINBOW","CREATURE","4",
"Atraxa, Praetors' Voice","RAINBOW","CREATURE","4",
"Brago, King Eternal","RAINBOW","CREATURE","4",
"Chainer, Nightmare Adept","RAINBOW","CREATURE","4",
"Grand Arbiter Augustin IV","RAINBOW","CREATURE","4",
"Jodah, Archmage Eternal","RAINBOW","CREATURE","4",
"Kaalia of the Vast","RAINBOW","CREATURE","4",
"Kess, Dissident Mage","RAINBOW","CREATURE","4",
"Kynaios and Tiro of Meletis","RAINBOW","CREATURE","4",
"Lazav, Dimir Mastermind","RAINBOW","CREATURE","4",
"Meren of Clan Nel Toth","RAINBOW","CREATURE","4",
"Mizzix of the Izmagnus","RAINBOW","CREATURE","4",
"Nicol Bolas, the Ravager","RAINBOW","CREATURE","4",
"Queen Marchesa","RAINBOW","CREATURE","4",
"Rakdos, Lord of Riots","RAINBOW","CREATURE","4",
"Saskia the Unyielding","RAINBOW","CREATURE","4",
"Teysa Karlov","RAINBOW","CREATURE","4",
"Yidris, Maelstrom Wielder","RAINBOW","CREATURE","4",
"Chulane, Teller of Tales","RAINBOW","CREATURE","5",
"Elsha of the Infinite","RAINBOW","CREATURE","5",
"Ghave, Guru of Spores","RAINBOW","CREATURE","5",
"Jor Kadeen, the Prevailer","RAINBOW","CREATURE","5",
"Korvold, Fae-Cursed King","RAINBOW","CREATURE","5",
"Riku of Two Reflections","RAINBOW","CREATURE","5",
"Sigarda, Host of Herons","RAINBOW","CREATURE","5",
"Tatyova, Benthic Druid","RAINBOW","CREATURE","5",
"The Gitrog Monster","RAINBOW","CREATURE","5",
"The Mimeoplasm","RAINBOW","CREATURE","5",
"The Scarab God","RAINBOW","CREATURE","5",
"Aurelia, the Warleader","RAINBOW","CREATURE","6",
"Muldrotha, the Gravetide","RAINBOW","CREATURE","6",
"Narset, Enlightened Master","RAINBOW","CREATURE","6",
"Oloro, Ageless Ascetic","RAINBOW","CREATURE","6",
"Omnath, Locus of Rage","RAINBOW","CREATURE","7",
"Karador, Ghost Chieftain","RAINBOW","CREATURE","8",
"Maelstrom Wanderer","RAINBOW","CREATURE","8",
"The Ur-Dragon","RAINBOW","CREATURE","9",
"Aminatou, the Fateshifter","RAINBOW","PLANESWALKER","3",
"Lord Windgrace","RAINBOW","PLANESWALKER","5",
"Breya, Etherium Shaper","RAINBOW","ARTIFACT_CREATURE","4",
"Golos, Tireless Pilgrim","RAINBOW","ARTIFACT_CREATURE","5",
"Kruphix, God of Horizons","RAINBOW","ENCHANTMENT_CREATURE","5",
"Xenagos, God of Revels","RAINBOW","ENCHANTMENT_CREATURE","5",
"Artisan of Kozilek","COLOURLESS","CREATURE","9",
"Void Winnower","COLOURLESS","CREATURE","9",
"Kozilek, Butcher of Truth","COLOURLESS","CREATURE","10",
"Ulamog, the Ceaseless Hunger","COLOURLESS","CREATURE","10",
"Ulamog, the Infinite Gyre","COLOURLESS","CREATURE","11",
"It That Betrays","COLOURLESS","CREATURE","12",
